x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,clase
0.29075706005096436,0.6097912788391113,-3.751865733647719e-07,0.33903974294662476,0.575636625289917,-0.028119048103690147,0.37237977981567383,0.5033663511276245,-0.03615168109536171,0.3622685670852661,0.4315325617790222,-0.04382777586579323,0.3376469612121582,0.3911050856113434,-0.04465034604072571,0.372784823179245,0.4235585331916809,0.0019364241743460298,0.377395361661911,0.371910959482193,-0.026875868439674377,0.3632824718952179,0.4233543872833252,-0.040319692343473434,0.356620728969574,0.4632909893989563,-0.04070846363902092,0.3373090922832489,0.41202566027641296,0.005140751600265503,0.3355439305305481,0.3570472002029419,-0.029634760692715645,0.32672515511512756,0.42056557536125183,-0.04113057628273964,0.3258189260959625,0.45828917622566223,-0.03625579923391342,0.3022363483905792,0.4115220904350281,0.00151933787856251,0.29263579845428467,0.3777303397655487,-0.036045998334884644,0.29154422879219055,0.4418507516384125,-0.04014579579234123,0.29388877749443054,0.4833836555480957,-0.027833513915538788,0.26781272888183594,0.41532620787620544,-0.003972331993281841,0.2651989459991455,0.34519660472869873,-0.01843288354575634,0.26357200741767883,0.3016430735588074,-0.017714109271764755,0.263810396194458,0.2588697075843811,-0.010792582295835018,I
0.29168352484703064,0.6070231199264526,-3.932723586785869e-07,0.33959001302719116,0.5720521211624146,-0.02551887184381485,0.37235891819000244,0.5009225606918335,-0.03318892791867256,0.36072874069213867,0.43085339665412903,-0.040915798395872116,0.33510082960128784,0.3916208744049072,-0.04190986976027489,0.3754599988460541,0.42200297117233276,0.0017002393724396825,0.3803395628929138,0.37082791328430176,-0.02711576409637928,0.3653041124343872,0.423888623714447,-0.04055164009332657,0.35885971784591675,0.4648427367210388,-0.04111192002892494,0.3404461443424225,0.40899917483329773,0.003644497599452734,0.33841806650161743,0.35417571663856506,-0.030175399035215378,0.32850009202957153,0.41690969467163086,-0.040580060333013535,0.32748523354530334,0.45425406098365784,-0.03537025675177574,0.30515292286872864,0.4079561233520508,-0.0009213839657604694,0.29402095079421997,0.375477135181427,-0.037347204983234406,0.29266080260276794,0.43940839171409607,-0.04045552387833595,0.29585352540016174,0.481276273727417,-0.02803911454975605,0.27065309882164,0.4119575023651123,-0.007188284769654274,0.2685668170452118,0.3428998291492462,-0.021221542730927467,0.2666217088699341,0.30000603199005127,-0.019963137805461884,0.2668185234069824,0.2588324248790741,-0.012903396971523762,I
0.29190734028816223,0.6072603464126587,-3.8833479720778996e-07,0.3407149612903595,0.5719041228294373,-0.025451987981796265,0.37348824739456177,0.5011624097824097,-0.03286653384566307,0.36191514134407043,0.43094193935394287,-0.04040011391043663,0.33691948652267456,0.3917595148086548,-0.04122445732355118,0.3751347064971924,0.4235963523387909,0.0019342991290614009,0.37914061546325684,0.37011417746543884,-0.02530084364116192,0.3653969466686249,0.4226410388946533,-0.0377703532576561,0.36018264293670654,0.4626464247703552,-0.038191407918930054,0.34011468291282654,0.4105382263660431,0.003933372441679239,0.33653387427330017,0.35644620656967163,-0.028450073674321175,0.32776352763175964,0.41849416494369507,-0.038688380271196365,0.32785698771476746,0.4550941288471222,-0.03418941795825958,0.30509233474731445,0.4088646173477173,-0.000522828777320683,0.2941807210445404,0.3751741647720337,-0.03607063740491867,0.29232898354530334,0.43833884596824646,-0.03953659161925316,0.2947762608528137,0.480191707611084,-0.027971379458904266,0.2707383930683136,0.41201722621917725,-0.006713422015309334,0.2675460875034332,0.34228891134262085,-0.02060711570084095,0.2653745114803314,0.2986680269241333,-0.01997164450585842,0.2651362717151642,0.2574619650840759,-0.013722700998187065,I
0.2901957929134369,0.6001226902008057,-3.700706940890086e-07,0.33766719698905945,0.5707124471664429,-0.028105244040489197,0.37142667174339294,0.5011640191078186,-0.036261700093746185,0.36125448346138,0.43081653118133545,-0.04387219622731209,0.3393007814884186,0.39022940397262573,-0.04431191086769104,0.3777965009212494,0.42096662521362305,-0.0012984994100406766,0.3830828070640564,0.3673860430717468,-0.031138744205236435,0.3666413724422455,0.41827714443206787,-0.043924447149038315,0.35985761880874634,0.45788902044296265,-0.04372182488441467,0.3422955572605133,0.4056577682495117,0.001937123597599566,0.34161946177482605,0.3493334650993347,-0.03284556046128273,0.32964396476745605,0.4096132516860962,-0.042317792773246765,0.32892119884490967,0.4433407187461853,-0.03614303842186928,0.30670157074928284,0.4033297598361969,-0.0016736163524910808,0.2961142063140869,0.37095922231674194,-0.04007197171449661,0.29202377796173096,0.43498465418815613,-0.042742855846881866,0.294839084148407,0.4753184914588928,-0.029355673119425774,0.27221158146858215,0.40574854612350464,-0.007084630895406008,0.2706940770149231,0.337174654006958,-0.022566121071577072,0.2681947946548462,0.29588785767555237,-0.021300964057445526,0.2688874304294586,0.2553846836090088,-0.01371885184198618,I
0.29088684916496277,0.601140022277832,-3.826977774679108e-07,0.33918866515159607,0.5698736906051636,-0.02769184298813343,0.3719625174999237,0.5007840394973755,-0.03562043979763985,0.3635444939136505,0.43079033493995667,-0.043223172426223755,0.34350597858428955,0.38943272829055786,-0.04376840963959694,0.37670785188674927,0.42174744606018066,-5.1514041842892766e-05,0.38095593452453613,0.3681110441684723,-0.029599014669656754,0.36570367217063904,0.4196901023387909,-0.04230903089046478,0.36027783155441284,0.45916974544525146,-0.04214681312441826,0.34091582894325256,0.4078058898448944,0.0029294942505657673,0.3394186794757843,0.350741982460022,-0.03291497007012367,0.32728904485702515,0.4152836203575134,-0.043138280510902405,0.32665643095970154,0.4522724747657776,-0.03712673857808113,0.3056357502937317,0.40546420216560364,-0.0008813159074634314,0.2952595353126526,0.37201038002967834,-0.03991543501615524,0.2904888093471527,0.4368480145931244,-0.04310449957847595,0.29262933135032654,0.4778038263320923,-0.029795318841934204,0.27165117859840393,0.4078672230243683,-0.0064394427463412285,0.2696841359138489,0.33822935819625854,-0.022107910364866257,0.26769936084747314,0.2958662509918213,-0.021357929334044456,0.26876604557037354,0.2545042634010315,-0.014111288823187351,I
0.2916944622993469,0.599999725818634,-3.560222125997825e-07,0.33927392959594727,0.5672692060470581,-0.028042292222380638,0.37034469842910767,0.49646374583244324,-0.036424633115530014,0.36225220561027527,0.426191121339798,-0.044287167489528656,0.3397791385650635,0.38673824071884155,-0.04521232843399048,0.376770555973053,0.4191023111343384,-0.0003534624702297151,0.37976187467575073,0.3658588230609894,-0.029602201655507088,0.3656286597251892,0.41701510548591614,-0.043180860579013824,0.36036670207977295,0.457385778427124,-0.043808210641145706,0.34122371673583984,0.405204713344574,0.0028216445352882147,0.33823442459106445,0.3471262753009796,-0.03138523921370506,0.32794249057769775,0.40867531299591064,-0.04174531623721123,0.3281952738761902,0.44559961557388306,-0.03650965169072151,0.30534863471984863,0.40378543734550476,-0.0007708056946285069,0.29505833983421326,0.36884844303131104,-0.03769809380173683,0.29185935854911804,0.4303795099258423,-0.0409548357129097,0.295021653175354,0.4709348678588867,-0.028523696586489677,0.2707051634788513,0.4076628088951111,-0.006306111346930265,0.27006399631500244,0.33833807706832886,-0.02068103663623333,0.26837679743766785,0.2948302924633026,-0.019688142463564873,0.26937130093574524,0.25427567958831787,-0.012783700600266457,I
0.2916580140590668,0.5983905792236328,-3.6750125786966237e-07,0.3388523459434509,0.567306399345398,-0.028351353481411934,0.3704100549221039,0.4963720738887787,-0.0366874597966671,0.3612869083881378,0.42586028575897217,-0.04432802274823189,0.33965569734573364,0.385548859834671,-0.04491135850548744,0.37719300389289856,0.41805002093315125,-0.0014819619245827198,0.38071760535240173,0.36495453119277954,-0.030584733933210373,0.3663669526576996,0.41709208488464355,-0.04349341243505478,0.3613743782043457,0.4570499658584595,-0.04381043091416359,0.34142017364501953,0.4040061831474304,0.0017368020489811897,0.3391818106174469,0.3454686105251312,-0.03291910141706467,0.32887300848960876,0.40924185514450073,-0.042727623134851456,0.3294964134693146,0.4464184641838074,-0.036892034113407135,0.30571794509887695,0.4028615653514862,-0.0017424261895939708,0.2955317199230194,0.36850112676620483,-0.039021071046590805,0.29239439964294434,0.4318021833896637,-0.04164174571633339,0.295833945274353,0.4717743396759033,-0.028668910264968872,0.2711796760559082,0.40693941712379456,-0.007151589263230562,0.2701505422592163,0.3378308117389679,-0.021929170936346054,0.2683456838130951,0.29503947496414185,-0.020788785070180893,0.2694292664527893,0.253814160823822,-0.013643581420183182,I
0.2898063659667969,0.6012639999389648,-3.185523667070811e-07,0.3363419473171234,0.5645527243614197,-0.029984168708324432,0.3671342730522156,0.4903879463672638,-0.03859703242778778,0.3629927337169647,0.4191058576107025,-0.046164561063051224,0.3410663306713104,0.37827053666114807,-0.04665515199303627,0.3726468086242676,0.4162617027759552,0.0020363943185657263,0.3760022222995758,0.36428773403167725,-0.02500629611313343,0.3646109700202942,0.41572967171669006,-0.03884032368659973,0.3600740134716034,0.45176610350608826,-0.040259312838315964,0.33795663714408875,0.4041958153247833,0.0068755242973566055,0.33497413992881775,0.34922727942466736,-0.0246110912412405,0.32803452014923096,0.4108985960483551,-0.03555948659777641,0.32894277572631836,0.4456344544887543,-0.031672362238168716,0.30255547165870667,0.4033457338809967,0.0047698249109089375,0.29410699009895325,0.3690108060836792,-0.029399467632174492,0.2931886613368988,0.4291931986808777,-0.03289184719324112,0.29510027170181274,0.4683589041233063,-0.021567847579717636,0.26798033714294434,0.40700462460517883,0.0004698560805991292,0.2680569291114807,0.3378450870513916,-0.011577695608139038,0.26752158999443054,0.29357728362083435,-0.009969742968678474,0.26796954870224,0.25164467096328735,-0.0032070630695670843,I
0.2890669107437134,0.6003637313842773,-3.3809359933911765e-07,0.3341866433620453,0.5649070739746094,-0.030076589435338974,0.3637826442718506,0.4913075268268585,-0.0392635241150856,0.3567821681499481,0.4219290018081665,-0.04738714173436165,0.33266037702560425,0.38392946124076843,-0.04820103570818901,0.37281787395477295,0.41539767384529114,-0.0008925587171688676,0.3767000436782837,0.36516544222831726,-0.02890338934957981,0.3638480603694916,0.41785910725593567,-0.04235567897558212,0.3590116798877716,0.4540574550628662,-0.043384160846471786,0.3380252718925476,0.4024643301963806,0.0035688604693859816,0.3364633321762085,0.34947508573532104,-0.02822115086019039,0.32798871397972107,0.4131699800491333,-0.03756243735551834,0.32921576499938965,0.44541752338409424,-0.03249955177307129,0.3026076853275299,0.40197038650512695,0.0010944672394543886,0.29469889402389526,0.36887019872665405,-0.03372921794652939,0.29344573616981506,0.4323124587535858,-0.03584058955311775,0.2964148223400116,0.4714500308036804,-0.023464031517505646,0.26813772320747375,0.40611910820007324,-0.0035587626043707132,0.2683822512626648,0.33687523007392883,-0.015994509682059288,0.2671586871147156,0.2943539619445801,-0.013504523783922195,0.26761654019355774,0.2526649236679077,-0.006028969772160053,I
0.2851545810699463,0.6040176153182983,-3.1782468568053446e-07,0.3317490816116333,0.5703461766242981,-0.030949944630265236,0.3650391697883606,0.4941348135471344,-0.039328962564468384,0.3622661828994751,0.41876858472824097,-0.04661160707473755,0.3355015814304352,0.37918388843536377,-0.04742861166596413,0.3689707815647125,0.4189149737358093,0.0026045190170407295,0.37184852361679077,0.36748209595680237,-0.025841256603598595,0.35687077045440674,0.4138808846473694,-0.04180446267127991,0.34980300068855286,0.4523468315601349,-0.04398411884903908,0.33465659618377686,0.40682122111320496,0.00836383830755949,0.33063432574272156,0.35295677185058594,-0.024394528940320015,0.321016401052475,0.4095371663570404,-0.0374937430024147,0.31961390376091003,0.44739997386932373,-0.034244123846292496,0.2991749942302704,0.4056604206562042,0.007094481028616428,0.2897130846977234,0.36792123317718506,-0.02680746093392372,0.28915855288505554,0.4236607849597931,-0.03167190030217171,0.2917660176753998,0.46590861678123474,-0.02088998258113861,0.26459553837776184,0.409542053937912,0.0035101727116853,0.2659543752670288,0.33892685174942017,-0.00737184751778841,0.26475420594215393,0.29432782530784607,-0.005588147323578596,0.2655394375324249,0.25536173582077026,0.001429679454304278,I
